variant_code,unit_code,price,currency,is_default,is_contact_price,conversion_factor
P000153-V1,UNIT000009,38000,đ,true,false,
P000154-V1,UNIT000009,16000,đ,true,false,
P000155-V1,UNIT000009,38000,đ,true,false,
P000156-V1,UNIT000010,19000,đ,true,false,
P000157-V1,UNIT000010,21000,đ,true,false,
P000158-V1,UNIT000010,29500,đ,true,false,
P000159-V1,UNIT000011,9500,đ,true,false,
P000160-V1,UNIT000011,15500,đ,true,false,
P000161-V1,UNIT000011,16500,đ,true,false,
P000162-V1,UNIT000011,24000,đ,true,false,
P000163-V1,UNIT000011,29000,đ,true,false,
P000164-V1,UNIT000001,38000,đ,true,false,
P000165-V1,UNIT000009,17000,đ,true,false,
P000166-V1,UNIT000001,29500,đ,true,false,
P000167-V1,UNIT000001,38500,đ,true,false,
P000168-V1,UNIT000009,43500,đ,true,false,
P000169-V1,UNIT000009,200000,đ,true,false,
P000170-V1,UNIT000009,38000,đ,true,false,
P000171-V1,UNIT000001,41000,đ,true,false,
P000172-V1,UNIT000001,26500,đ,true,false,
P000173-V1,UNIT000001,37000,đ,true,false,
P000174-V1,UNIT000001,62000,đ,true,false,
P000175-V1,UNIT000009,192000,đ,true,false,
P000176-V1,UNIT000009,56000,đ,true,false,
P000177-V1,UNIT000009,108000,đ,true,false,
P000178-V1,UNIT000009,169500,đ,true,false,
P000179-V1,UNIT000009,101000,đ,true,false,
P000180-V1,UNIT000011,36000,đ,true,false,
P000181-V1,UNIT000002,186000,đ,true,false,
P000182-V1,UNIT000001,71000,đ,true,false,
P000183-V1,UNIT000009,23000,đ,true,false,
P000184-V1,UNIT000009,45000,đ,true,false,
P000185-V1,UNIT000009,18000,đ,true,false,
P000186-V1,UNIT000009,39000,đ,true,false,
P000187-V1,UNIT000009,47000,đ,true,false,
P000188-V1,UNIT000009,39000,đ,true,false,
P000189-V1,UNIT000009,37000,đ,true,false,
P000190-V1,UNIT000002,175000,đ,true,false,
P000191-V1,UNIT000002,165000,đ,true,false,
P000192-V1,UNIT000002,27000,đ,true,false,
P000193-V1,UNIT000001,398000,đ,true,false,
P000194-V1,UNIT000001,398000,đ,true,false,
P000195-V1,UNIT000001,99000,đ,true,false,
P000196-V1,UNIT000001,99000,đ,true,false,
P000197-V1,UNIT000001,55000,đ,true,false,
P000198-V1,UNIT000001,440000,đ,true,false,
P000199-V1,UNIT000001,1749000,đ,true,false,
P000200-V1,UNIT000001,1800000,đ,true,false,
P000201-V1,UNIT000012,168000,đ,true,false,
P000202-V1,UNIT000001,999000,đ,true,false,
P000203-V1,UNIT000001,999000,đ,true,false,
P000204-V1,UNIT000001,999000,đ,true,false,
P000205-V1,UNIT000001,999000,đ,true,false,
P000206-V1,UNIT000002,142000,đ,true,false,
P000207-V1,UNIT000002,18000,đ,true,false,
P000208-V1,UNIT000002,13000,đ,true,false,
P000209-V1,UNIT000002,12000,đ,true,false,
P000210-V1,UNIT000012,46000,đ,true,false,
P000211-V1,UNIT000009,33000,đ,true,false,
P000212-V1,UNIT000012,90000,đ,true,false,
P000213-V1,UNIT000001,27000,đ,true,false,
P000214-V1,UNIT000002,168000,đ,true,false,
P000215-V1,UNIT000012,68000,đ,true,false,
P000216-V1,UNIT000002,70000,đ,true,false,
P000217-V1,UNIT000002,15000,đ,true,false,
P000218-V1,UNIT000002,19000,đ,true,false,
P000219-V1,UNIT000009,21000,đ,true,false,
P000220-V1,UNIT000002,83000,đ,true,false,
P000221-V1,UNIT000012,53000,đ,true,false,
P000222-V1,UNIT000012,60000,đ,true,false,
P000223-V1,UNIT000009,40500,đ,true,false,
P000224-V1,UNIT000001,74000,đ,true,false,
P000225-V1,UNIT000002,25000,đ,true,false,
P000226-V1,UNIT000002,80000,đ,true,false,
P000227-V1,UNIT000002,44000,đ,true,false,
P000228-V1,UNIT000012,53000,đ,true,false,
P000229-V1,UNIT000002,150000,đ,true,false,
P000230-V1,UNIT000001,294000,đ,true,false,
P000230-V2,UNIT000013,49000,đ,true,false,
P000231-V1,UNIT000002,31000,đ,true,false,
P000232-V1,UNIT000010,294000,đ,true,false,
P000232-V2,UNIT000003,24500,đ,true,false,
P000233-V1,UNIT000002,82000,đ,true,false,
P000234-V1,UNIT000002,82000,đ,true,false,
P000235-V1,UNIT000002,187000,đ,true,false,
P000236-V1,UNIT000002,119000,đ,true,false,
P000237-V1,UNIT000001,550000,đ,true,false,
P000238-V1,UNIT000001,440000,đ,true,false,
P000239-V1,UNIT000001,440000,đ,true,false,
P000240-V1,UNIT000001,490000,đ,true,false,
P000241-V1,UNIT000002,169000,đ,true,false,
P000242-V1,UNIT000001,95000,đ,true,false,
P000243-V1,UNIT000002,119000,đ,true,false,
P000244-V1,UNIT000002,169000,đ,true,false,
P000245-V1,UNIT000002,70000,đ,true,false,
P000246-V1,UNIT000002,42000,đ,true,false,
P000247-V1,UNIT000002,76000,đ,true,false,
P000248-V1,UNIT000002,24000,đ,true,false,
P000249-V1,UNIT000002,24000,đ,true,false,
P000250-V1,UNIT000002,70000,đ,true,false,
P000251-V1,UNIT000012,65000,đ,true,false,
P000252-V1,UNIT000001,89000,đ,true,false,
P000253-V1,UNIT000012,29000,đ,true,false,
P000254-V1,UNIT000001,149000,đ,true,false,
P000255-V1,UNIT000002,18000,đ,true,false,
P000256-V1,UNIT000002,39000,đ,true,false,
P000257-V1,UNIT000002,39000,đ,true,false,
P000258-V1,UNIT000002,55000,đ,true,false,
P000259-V1,UNIT000002,57000,đ,true,false,
P000260-V1,UNIT000002,97000,đ,true,false,
P000261-V1,UNIT000002,97000,đ,true,false,
P000262-V1,UNIT000002,97000,đ,true,false,
P000263-V1,UNIT000001,41000,đ,true,false,
P000264-V1,UNIT000010,35000,đ,true,false,
P000265-V1,UNIT000009,39000,đ,true,false,
P000266-V1,UNIT000009,9500,đ,true,false,
P000267-V1,UNIT000009,19500,đ,true,false,
P000268-V1,UNIT000001,36500,đ,true,false,
P000269-V1,UNIT000001,43000,đ,true,false,
P000270-V1,UNIT000009,55000,đ,true,false,
P000271-V1,UNIT000009,9000,đ,true,false,
P000272-V1,UNIT000009,25000,đ,true,false,
P000273-V1,UNIT000002,149000,đ,true,false,
P000274-V1,UNIT000002,69000,đ,true,false,
P000275-V1,UNIT000002,189000,đ,true,false,
P000276-V1,UNIT000002,109000,đ,true,false,
P000277-V1,UNIT000002,40000,đ,true,false,
P000278-V1,UNIT000001,369000,đ,true,false,
P000279-V1,UNIT000001,369000,đ,true,false,
P000280-V1,UNIT000001,70000,đ,true,false,
P000281-V1,UNIT000012,70000,đ,true,false,
P000282-V1,UNIT000009,15000,đ,true,false,
P000283-V1,UNIT000009,27000,đ,true,false,
P000284-V1,UNIT000001,300000,đ,true,false,
P000285-V1,UNIT000012,405000,đ,true,false,
P000286-V1,UNIT000012,165000,đ,true,false,
P000287-V1,UNIT000002,199000,đ,true,false,
P000288-V1,UNIT000002,199000,đ,true,false,
P000289-V1,UNIT000012,209000,đ,true,false,
P000290-V1,UNIT000012,109000,đ,true,false,
P000291-V1,UNIT000012,99000,đ,true,false,
P000292-V1,UNIT000001,169000,đ,true,false,
P000293-V1,UNIT000001,1110000,đ,true,false,
P000294-V1,UNIT000002,295000,đ,true,false,
P000295-V1,UNIT000012,99000,đ,true,false,
P000296-V1,UNIT000001,294000,đ,true,false,
P000297-V1,UNIT000012,140000,đ,true,false,
P000298-V1,UNIT000001,154000,đ,true,false,
P000299-V1,UNIT000001,379000,đ,true,false,
P000300-V1,UNIT000012,454000,đ,true,false,
P000301-V1,UNIT000014,28000,đ,true,false,
P000302-V1,UNIT000014,28000,đ,true,false,
P000303-V1,UNIT000001,393000,đ,true,false,
P000304-V1,UNIT000002,145000,đ,true,false,
P000305-V1,UNIT000001,1250000,đ,true,false,
P000306-V1,UNIT000002,290000,đ,true,false,
P000307-V1,UNIT000001,720000,đ,true,false,
P000308-V1,UNIT000001,500000,đ,true,false,
P000309-V1,UNIT000001,920000,đ,true,false,
P000310-V1,UNIT000012,320000,đ,true,false,
P000311-V1,UNIT000002,489000,đ,true,false,
P000312-V1,UNIT000001,220000,đ,true,false,
P000312-V2,UNIT000015,22000,đ,true,false,
P000313-V1,UNIT000001,220000,đ,true,false,
P000313-V2,UNIT000015,22000,đ,true,false,
P000314-V1,UNIT000001,220000,đ,true,false,
P000314-V2,UNIT000015,22000,đ,true,false,
P000315-V1,UNIT000001,220000,đ,true,false,
P000315-V2,UNIT000015,22000,đ,true,false,
P000316-V1,UNIT000001,220000,đ,true,false,
P000316-V2,UNIT000015,22000,đ,true,false,
P000317-V1,UNIT000001,300000,đ,true,false,
P000318-V1,UNIT000001,300000,đ,true,false,
P000319-V1,UNIT000014,28000,đ,true,false,
P000320-V1,UNIT000001,500000,đ,true,false,
P000321-V1,UNIT000001,70000,đ,true,false,
P000322-V1,UNIT000001,280000,đ,true,false,
P000322-V2,UNIT000009,28000,đ,true,false,
P000323-V1,UNIT000001,280000,đ,true,false,
P000323-V2,UNIT000009,28000,đ,true,false,
P000324-V1,UNIT000001,280000,đ,true,false,
P000324-V2,UNIT000009,28000,đ,true,false,
P000325-V1,UNIT000001,280000,đ,true,false,
P000325-V2,UNIT000009,28000,đ,true,false,
P000326-V1,UNIT000001,280000,đ,true,false,
P000326-V2,UNIT000009,28000,đ,true,false,
P000327-V1,UNIT000001,393000,đ,true,false,
P000328-V1,UNIT000001,500000,đ,true,false,
P000329-V1,UNIT000012,259000,đ,true,false,
P000330-V1,UNIT000001,234000,đ,true,false,
P000331-V1,UNIT000002,185000,đ,true,false,
P000332-V1,UNIT000002,185000,đ,true,false,
P000333-V1,UNIT000012,99000,đ,true,false,
P000334-V1,UNIT000012,99000,đ,true,false,
P000335-V1,UNIT000001,339000,đ,true,false,
P000336-V1,UNIT000014,28000,đ,true,false,
P000337-V1,UNIT000001,869000,đ,true,false,
P000338-V1,UNIT000001,280000,đ,true,false,
P000338-V2,UNIT000009,28000,đ,true,false,
P000339-V1,UNIT000002,179000,đ,true,false,
P000340-V1,UNIT000002,288000,đ,true,false,
P000341-V1,UNIT000002,175000,đ,true,false,
P000342-V1,UNIT000014,28000,đ,true,false,
P000343-V1,UNIT000001,150000,đ,true,false,
P000344-V1,UNIT000002,490000,đ,true,false,
P000345-V1,UNIT000001,149000,đ,true,false,
P000346-V1,UNIT000002,350000,đ,true,false,
P000347-V1,UNIT000002,249000,đ,true,false,
P000348-V1,UNIT000012,77000,đ,true,false,
P000349-V1,UNIT000001,350000,đ,true,false,
P000350-V1,UNIT000012,134000,đ,true,false,
P000351-V1,UNIT000012,202000,đ,true,false,
P000352-V1,UNIT000001,530000,đ,true,false,
P000353-V1,UNIT000001,500000,đ,true,false,
P000354-V1,UNIT000001,920000,đ,true,false,
P000355-V1,UNIT000002,195000,đ,true,false,
P000356-V1,UNIT000002,330000,đ,true,false,
P000357-V1,UNIT000002,276000,đ,true,false,
P000358-V1,UNIT000001,360000,đ,true,false,
P000358-V2,UNIT000003,120000,đ,true,false,
P000359-V1,UNIT000002,560000,đ,true,false,
P000360-V1,UNIT000002,182000,đ,true,false,
P000361-V1,UNIT000002,378000,đ,true,false,
P000362-V1,UNIT000001,620000,đ,true,false,
P000363-V1,UNIT000002,464000,đ,true,false,
P000364-V1,UNIT000006,515000,đ,true,false,
P000365-V1,UNIT000002,180000,đ,true,false,
P000366-V1,UNIT000002,495000,đ,true,false,
P000367-V1,UNIT000001,749000,đ,true,false,
P000368-V1,UNIT000002,370000,đ,true,false,
P000369-V1,UNIT000001,590000,đ,true,false,
P000370-V1,UNIT000002,495000,đ,true,false,
P000371-V1,UNIT000002,575000,đ,true,false,
P000372-V1,UNIT000002,635000,đ,true,false,
P000373-V1,UNIT000001,1049000,đ,true,false,
P000374-V1,UNIT000001,1350000,đ,true,false,
P000375-V1,UNIT000002,145000,đ,true,false,
P000376-V1,UNIT000002,320000,đ,true,false,
P000377-V1,UNIT000002,470000,đ,true,false,
P000378-V1,UNIT000002,399000,đ,true,false,
P000379-V1,UNIT000001,640000,đ,true,false,
P000380-V1,UNIT000001,540000,đ,true,false,
P000381-V1,UNIT000001,500000,đ,true,false,
P000382-V1,UNIT000001,210000,đ,true,false,
P000383-V1,UNIT000001,510000,đ,true,false,
P000384-V1,UNIT000002,360000,đ,true,false,
P000385-V1,UNIT000001,1049000,đ,true,false,
P000386-V1,UNIT000012,159000,đ,true,false,
P000387-V1,UNIT000002,119000,đ,true,false,
P000388-V1,UNIT000001,309000,đ,true,false,
P000389-V1,UNIT000001,349000,đ,true,false,
P000390-V1,UNIT000002,209000,đ,true,false,
P000391-V1,UNIT000002,406000,đ,true,false,
P000392-V1,UNIT000012,360000,đ,true,false,
P000393-V1,UNIT000001,389000,đ,true,false,
P000394-V1,UNIT000002,433000,đ,true,false,
P000395-V1,UNIT000012,590000,đ,true,false,
P000396-V1,UNIT000002,335000,đ,true,false,
P000397-V1,UNIT000012,590000,đ,true,false,
P000398-V1,UNIT000012,549000,đ,true,false,
P000399-V1,UNIT000012,395000,đ,true,false,
P000400-V1,UNIT000002,425000,đ,true,false,
P000401-V1,UNIT000012,225000,đ,true,false,
P000402-V1,UNIT000012,515000,đ,true,false,
P000403-V1,UNIT000001,417000,đ,true,false,
P000404-V1,UNIT000002,399000,đ,true,false,
P000405-V1,UNIT000001,462000,đ,true,false,
P000406-V1,UNIT000002,561000,đ,true,false,
P000407-V1,UNIT000002,556000,đ,true,false,
P000408-V1,UNIT000012,475000,đ,true,false,
P000409-V1,UNIT000001,338000,đ,true,false,
P000410-V1,UNIT000012,760000,đ,true,false,
P000411-V1,UNIT000002,299000,đ,true,false,
P000412-V1,UNIT000002,345000,đ,true,false,
P000413-V1,UNIT000002,360000,đ,true,false,
P000414-V1,UNIT000002,560000,đ,true,false,
P000415-V1,UNIT000001,359000,đ,true,false,
P000416-V1,UNIT000001,395000,đ,true,false,
P000417-V1,UNIT000002,330000,đ,true,false,
P000418-V1,UNIT000002,479000,đ,true,false,
P000419-V1,UNIT000011,509000,đ,true,false,
P000420-V1,UNIT000012,199000,đ,true,false,
P000421-V1,UNIT000002,559000,đ,true,false,
P000422-V1,UNIT000012,398000,đ,true,false,
P000423-V1,UNIT000012,209000,đ,true,false,
P000424-V1,UNIT000001,1280000,đ,true,false,
P000425-V1,UNIT000001,1215000,đ,true,false,
P000426-V1,UNIT000009,34000,đ,true,false,
P000427-V1,UNIT000001,889000,đ,true,false,
P000428-V1,UNIT000002,352000,đ,true,false,
P000429-V1,UNIT000002,220000,đ,true,false,
P000430-V1,UNIT000001,565000,đ,true,false,
P000431-V1,UNIT000001,1205000,đ,true,false,
P000432-V1,UNIT000002,295000,đ,true,false,
P000433-V1,UNIT000002,175000,đ,true,false,
P000434-V1,UNIT000012,199000,đ,true,false,
P000435-V1,UNIT000002,160000,đ,true,false,
P000436-V1,UNIT000002,455000,đ,true,false,
P000437-V1,UNIT000002,450000,đ,true,false,
P000438-V1,UNIT000012,466000,đ,true,false,
P000439-V1,UNIT000012,635000,đ,true,false,
P000440-V1,UNIT000002,510000,đ,true,false,
P000441-V1,UNIT000012,340000,đ,true,false,
P000442-V1,UNIT000001,139000,đ,true,false,
P000443-V1,UNIT000001,55000,đ,true,false,
P000444-V1,UNIT000001,109000,đ,true,false,
P000445-V1,UNIT000001,220000,đ,true,false,
P000446-V1,UNIT000001,235000,đ,true,false,
P000447-V1,UNIT000001,132000,đ,true,false,
P000448-V1,UNIT000001,90000,đ,true,false,
P000449-V1,UNIT000002,230000,đ,true,false,
P000450-V1,UNIT000001,169000,đ,true,false,
P000451-V1,UNIT000001,130000,đ,true,false,
P000452-V1,UNIT000001,185000,đ,true,false,
P000453-V1,UNIT000006,68000,đ,true,false,
P000454-V1,UNIT000001,145000,đ,true,false,
P000455-V1,UNIT000001,298000,đ,true,false,
P000456-V1,UNIT000001,109000,đ,true,false,
P000457-V1,UNIT000001,109000,đ,true,false,
P000458-V1,UNIT000012,100000,đ,true,false,
P000459-V1,UNIT000012,179000,đ,true,false,
P000460-V1,UNIT000001,180000,đ,true,false,
P000461-V1,UNIT000001,720000,đ,true,false,
P000462-V1,UNIT000002,39000,đ,true,false,
P000463-V1,UNIT000002,38000,đ,true,false,
P000464-V1,UNIT000012,165000,đ,true,false,
P000465-V1,UNIT000001,370000,đ,true,false,
P000466-V1,UNIT000001,370000,đ,true,false,
P000467-V1,UNIT000002,236000,đ,true,false,
P000468-V1,UNIT000002,186000,đ,true,false,
P000469-V1,UNIT000001,100000,đ,true,false,
P000470-V1,UNIT000002,90000,đ,true,false,
P000471-V1,UNIT000002,132000,đ,true,false,
P000472-V1,UNIT000012,285000,đ,true,false,
P000473-V1,UNIT000001,96000,đ,true,false,
P000474-V1,UNIT000012,439000,đ,true,false,
P000475-V1,UNIT000002,68000,đ,true,false,
P000476-V1,UNIT000002,60000,đ,true,false,
P000477-V1,UNIT000012,242000,đ,true,false,
P000478-V1,UNIT000001,125000,đ,true,false,
P000479-V1,UNIT000001,350000,đ,true,false,
P000480-V1,UNIT000001,50000,đ,true,false,
P000481-V1,UNIT000001,249000,đ,true,false,
P000482-V1,UNIT000001,375000,đ,true,false,
P000483-V1,UNIT000002,230000,đ,true,false,
P000484-V1,UNIT000002,39000,đ,true,false,
P000485-V1,UNIT000002,198000,đ,true,false,
P000486-V1,UNIT000001,399000,đ,true,false,
P000487-V1,UNIT000012,73000,đ,true,false,
P000488-V1,UNIT000002,167000,đ,true,false,
P000489-V1,UNIT000012,190000,đ,true,false,
P000490-V1,UNIT000001,69000,đ,true,false,
P000491-V1,UNIT000012,353000,đ,true,false,
P000492-V1,UNIT000002,486000,đ,true,false,
P000493-V1,UNIT000012,270000,đ,true,false,
P000494-V1,UNIT000002,295000,đ,true,false,
P000495-V1,UNIT000001,128000,đ,true,false,
P000496-V1,UNIT000001,99000,đ,true,false,
P000497-V1,UNIT000001,230000,đ,true,false,
P000498-V1,UNIT000001,176000,đ,true,false,
P000499-V1,UNIT000016,297000,đ,true,false,
P000500-V1,UNIT000002,264000,đ,true,false,
P000501-V1,UNIT000012,334000,đ,true,false,
P000502-V1,UNIT000002,215000,đ,true,false,
P000503-V1,UNIT000012,335000,đ,true,false,
P000504-V1,UNIT000002,335000,đ,true,false,
P000505-V1,UNIT000001,139000,đ,true,false,
P000506-V1,UNIT000006,390000,đ,true,false,
P000507-V1,UNIT000002,220000,đ,true,false,
P000508-V1,UNIT000001,464000,đ,true,false,
P000509-V1,UNIT000001,145000,đ,true,false,
P000510-V1,UNIT000001,145000,đ,true,false,
P000511-V1,UNIT000001,145000,đ,true,false,
P000512-V1,UNIT000002,209000,đ,true,false,
P000513-V1,UNIT000001,960000,đ,true,false,
P000514-V1,UNIT000001,370000,đ,true,false,
P000515-V1,UNIT000001,400000,đ,true,false,
